external_id,email,push_enabled,marketing_opt_in,signup_date,country,attribution_source,last_purchase_at,purchase_count_90d,purchase_amount_90d,last_session_at,_segment_truth
u_008125,u_008125@example.com,0,0,2023-04-22,KR,organic,,0,0,2024-03-21,Lost
u_007854,u_007854@example.com,1,0,2023-01-07,KR,Facebook Ads,,0,0,2024-04-30,Lost
u_012217,u_012217@example.com,1,1,2023-11-27,KR,Facebook Ads,2025-02-14,1,80107,2025-02-17,Potential
u_006418,u_006418@example.com,1,1,2024-01-13,KR,googleadwords_int,2024-07-03,0,0,2024-06-29,Lost
u_001556,u_001556@example.com,1,1,2024-12-04,KR,organic,2025-02-27,7,355837,2025-03-29,Loyal
u_003650,u_003650@example.com,1,1,2022-05-02,KR,googleadwords_int,2024-12-01,0,0,2024-12-07,At-Risk
u_011829,u_011829@example.com,1,1,2022-07-16,KR,organic,2024-12-22,0,0,2025-01-04,Potential
u_005782,u_005782@example.com,1,1,2022-07-29,KR,referral,2024-10-28,0,0,2025-01-31,Hibernating
u_002731,u_002731@example.com,0,0,2023-02-08,KR,organic,2024-12-19,0,0,2024-12-11,At-Risk
u_014027,u_014027@example.com,1,1,2024-12-10,KR,googleadwords_int,2025-01-23,3,315633,2025-02-09,Potential
u_007773,u_007773@example.com,0,1,2024-06-28,KR,googleadwords_int,,0,0,2024-07-05,Lost
u_002835,u_002835@example.com,0,1,2022-06-01,KR,Facebook Ads,2024-11-13,0,0,2025-02-07,At-Risk
u_001381,u_001381@example.com,1,1,2023-11-02,기타,naver_search,2025-02-26,4,404246,2025-03-22,Loyal
u_003198,u_003198@example.com,1,1,2024-02-02,KR,googleadwords_int,2024-12-24,0,0,2025-02-10,At-Risk
u_005956,u_005956@example.com,1,1,2025-01-29,US,googleadwords_int,2024-11-03,0,0,2025-02-15,Hibernating
u_001653,u_001653@example.com,1,1,2024-05-18,KR,Facebook Ads,2025-01-05,7,443045,2025-03-27,Loyal
u_001178,u_001178@example.com,1,0,2024-05-15,KR,naver_search,2025-02-16,10,1455235,2025-03-30,Loyal
u_006918,u_006918@example.com,1,1,2024-01-02,KR,naver_search,2024-07-10,0,0,2024-08-15,Lost
u_010440,u_010440@example.com,1,1,2023-10-23,KR,organic,,0,0,2024-05-21,Lost
u_012265,u_012265@example.com,1,1,2024-11-30,KR,referral,2024-11-30,0,0,2025-01-19,Potential
u_011201,u_011201@example.com,0,1,2025-03-27,KR,naver_search,2025-03-31,1,58159,2025-03-23,New
u_014101,u_014101@example.com,1,0,2024-05-19,KR,googleadwords_int,2025-03-01,1,102144,2025-02-02,Potential
u_011042,u_011042@example.com,1,1,2025-03-24,KR,googleadwords_int,,0,0,2025-03-27,New
u_002901,u_002901@example.com,1,1,2023-05-14,KR,naver_search,2024-12-24,0,0,2025-01-24,At-Risk
u_014651,u_014651@example.com,1,0,2024-04-26,KR,organic,2025-01-17,3,341931,2025-01-30,Potential
u_006923,u_006923@example.com,1,0,2024-09-18,기타,Facebook Ads,2024-02-26,0,0,2024-07-15,Lost
u_008582,u_008582@example.com,1,1,2024-10-24,KR,googleadwords_int,2024-04-20,0,0,2024-03-04,Lost
u_010883,u_010883@example.com,0,0,2025-03-10,KR,googleadwords_int,,0,0,2025-03-25,New
u_014452,u_014452@example.com,1,1,2024-01-09,KR,googleadwords_int,2024-12-23,0,0,2025-03-24,Potential
u_011640,u_011640@example.com,0,0,2025-03-18,KR,naver_search,2025-03-23,1,42069,2025-03-30,New
u_014202,u_014202@example.com,1,1,2024-11-20,KR,googleadwords_int,2025-02-02,3,249098,2025-03-16,Potential
u_012312,u_012312@example.com,1,1,2022-09-26,KR,Facebook Ads,2025-01-25,3,184880,2025-01-11,Potential
u_003374,u_003374@example.com,0,0,2023-08-26,KR,Facebook Ads,2024-10-20,0,0,2025-01-05,At-Risk
u_006186,u_006186@example.com,1,1,2023-06-07,KR,googleadwords_int,2024-09-19,0,0,2024-02-26,Lost
u_010860,u_010860@example.com,1,0,2025-03-24,KR,googleadwords_int,2025-03-19,1,40852,2025-03-27,New
u_014365,u_014365@example.com,0,0,2023-02-16,KR,Facebook Ads,2024-11-11,0,0,2025-03-21,Potential
u_000270,u_000270@example.com,1,0,2024-05-22,KR,googleadwords_int,2025-03-17,9,1522085,2025-03-22,Champion
u_006367,u_006367@example.com,1,1,2023-11-02,KR,googleadwords_int,,0,0,2024-03-15,Lost
u_002866,u_002866@example.com,0,0,2023-10-14,KR,referral,2024-10-28,0,0,2024-12-17,At-Risk
u_004183,u_004183@example.com,1,1,2024-12-09,KR,organic,2024-12-16,0,0,2025-02-27,At-Risk
u_007404,u_007404@example.com,1,1,2024-03-23,KR,referral,2024-07-03,0,0,2024-08-09,Lost
u_014031,u_014031@example.com,0,0,2023-03-11,KR,naver_search,2024-11-06,0,0,2025-02-16,Potential
u_008632,u_008632@example.com,1,1,2024-12-29,KR,Facebook Ads,,0,0,2024-03-22,Lost
u_013938,u_013938@example.com,0,1,2023-09-15,JP,organic,2025-01-05,2,144458,2025-03-08,Potential
u_001664,u_001664@example.com,0,0,2024-01-07,KR,Facebook Ads,2025-03-01,6,861755,2025-03-26,Loyal
u_000360,u_000360@example.com,1,1,2024-07-20,US,googleadwords_int,2025-03-09,6,946407,2025-03-31,Champion
u_000400,u_000400@example.com,1,1,2024-05-19,KR,naver_search,2025-02-07,8,1632990,2025-03-31,Champion
u_014852,u_014852@example.com,0,0,2024-02-08,KR,googleadwords_int,2024-12-07,0,0,2025-02-17,Potential
u_010213,u_010213@example.com,1,1,2023-02-24,JP,googleadwords_int,2024-09-15,0,0,2024-03-03,Lost
u_012624,u_012624@example.com,1,1,2022-09-27,KR,organic,2025-01-23,1,56352,2025-02-27,Potential
u_013564,u_013564@example.com,0,0,2023-08-16,KR,Facebook Ads,2025-01-14,2,209714,2025-03-02,Potential
u_011984,u_011984@example.com,0,0,2023-11-06,KR,googleadwords_int,2025-01-01,1,49289,2025-03-23,Potential
u_000409,u_000409@example.com,1,0,2024-08-05,KR,organic,2025-02-21,7,758084,2025-03-30,Champion
u_003298,u_003298@example.com,1,1,2022-05-25,KR,Facebook Ads,2024-10-14,0,0,2025-01-24,At-Risk
u_012508,u_012508@example.com,1,1,2023-09-07,KR,naver_search,2024-11-23,0,0,2025-03-26,Potential
u_002613,u_002613@example.com,1,0,2022-09-16,KR,Facebook Ads,2024-10-16,0,0,2025-01-09,At-Risk
u_004046,u_004046@example.com,0,1,2022-11-27,KR,naver_search,2024-10-07,0,0,2025-02-25,At-Risk
u_005446,u_005446@example.com,1,1,2023-12-25,KR,naver_search,2024-12-07,0,0,2025-01-21,Hibernating
u_008552,u_008552@example.com,1,1,2022-07-02,US,googleadwords_int,2024-04-30,0,0,2024-07-02,Lost
u_011155,u_011155@example.com,1,1,2025-03-09,KR,organic,,0,0,2025-03-23,New
u_011746,u_011746@example.com,1,1,2022-04-26,KR,googleadwords_int,2024-11-18,0,0,2025-01-31,Potential
u_008563,u_008563@example.com,1,0,2024-02-18,KR,googleadwords_int,2024-05-29,0,0,2024-07-02,Lost
u_010625,u_010625@example.com,0,0,2025-03-08,KR,googleadwords_int,,0,0,2025-03-30,New
u_003176,u_003176@example.com,1,0,2024-10-24,KR,organic,2024-10-19,0,0,2025-01-21,At-Risk
u_006194,u_006194@example.com,1,1,2022-08-14,KR,Facebook Ads,2024-03-14,0,0,2024-06-14,Lost
u_008850,u_008850@example.com,1,1,2023-11-20,KR,organic,2024-09-17,0,0,2024-07-14,Lost
u_004669,u_004669@example.com,1,1,2022-03-27,KR,naver_search,2024-11-28,0,0,2024-12-15,Hibernating
u_007284,u_007284@example.com,1,1,2023-04-20,KR,naver_search,,0,0,2024-07-05,Lost
u_011476,u_011476@example.com,0,0,2025-03-15,기타,referral,,0,0,2025-03-28,New
u_001877,u_001877@example.com,1,1,2024-11-25,KR,naver_search,2025-01-19,9,819932,2025-03-28,Loyal
u_005941,u_005941@example.com,1,0,2022-05-04,KR,googleadwords_int,2024-11-01,0,0,2025-01-17,Hibernating
u_006018,u_006018@example.com,0,0,2024-07-31,KR,naver_search,2024-05-02,0,0,2024-05-16,Lost
u_013815,u_013815@example.com,1,1,2023-10-21,KR,Facebook Ads,2024-12-30,0,0,2025-03-03,Potential
u_003193,u_003193@example.com,1,1,2024-10-06,KR,naver_search,2024-12-15,0,0,2024-12-07,At-Risk
u_008510,u_008510@example.com,0,0,2024-06-01,KR,referral,2024-08-06,0,0,2024-10-01,Lost
u_007799,u_007799@example.com,1,1,2023-08-27,KR,naver_search,2024-03-16,0,0,2024-05-09,Lost
u_010568,u_010568@example.com,1,1,2025-03-18,KR,Facebook Ads,2025-03-30,1,51994,2025-03-29,New
u_013633,u_013633@example.com,0,0,2023-03-05,KR,naver_search,2025-01-13,2,112601,2025-01-28,Potential
u_008379,u_008379@example.com,1,1,2024-01-19,KR,organic,,0,0,2024-03-23,Lost
u_013311,u_013311@example.com,0,1,2024-08-28,KR,organic,2024-11-01,0,0,2025-03-12,Potential
u_004336,u_004336@example.com,0,0,2024-07-09,KR,Facebook Ads,2024-10-10,0,0,2025-02-07,At-Risk
u_001602,u_001602@example.com,1,1,2023-10-18,KR,naver_search,2025-02-01,7,802967,2025-03-29,Loyal
u_001478,u_001478@example.com,1,1,2023-05-10,KR,googleadwords_int,2025-02-23,9,544825,2025-03-31,Loyal
u_013610,u_013610@example.com,0,1,2024-02-16,KR,googleadwords_int,2024-11-28,0,0,2025-03-22,Potential
u_012499,u_012499@example.com,1,0,2024-08-12,US,googleadwords_int,2025-02-20,3,273474,2025-01-04,Potential
u_000224,u_000224@example.com,0,0,2024-07-28,KR,Facebook Ads,2025-03-23,4,339224,2025-03-24,Champion
u_011204,u_011204@example.com,1,1,2025-03-12,KR,Facebook Ads,2025-03-16,1,46299,2025-03-21,New
u_004173,u_004173@example.com,1,1,2022-12-26,KR,googleadwords_int,2024-11-16,0,0,2024-12-18,At-Risk
u_010587,u_010587@example.com,1,1,2025-03-16,KR,naver_search,2025-03-30,1,62656,2025-03-25,New
u_002806,u_002806@example.com,1,1,2023-08-06,KR,googleadwords_int,2024-11-12,0,0,2024-12-25,At-Risk
u_009597,u_009597@example.com,0,0,2022-08-09,JP,naver_search,2024-08-28,0,0,2024-09-23,Lost
u_014330,u_014330@example.com,1,1,2024-05-31,KR,organic,2025-02-14,3,169461,2025-01-25,Potential
u_001862,u_001862@example.com,1,1,2022-07-31,KR,naver_search,2025-01-16,7,724295,2025-03-22,Loyal
u_008394,u_008394@example.com,1,0,2023-05-25,KR,referral,,0,0,2024-05-04,Lost
u_008272,u_008272@example.com,1,0,2022-04-14,KR,organic,,0,0,2024-10-02,Lost
u_014286,u_014286@example.com,1,0,2024-06-02,KR,organic,2025-01-15,1,85864,2025-01-24,Potential
u_007217,u_007217@example.com,0,0,2022-12-15,KR,googleadwords_int,2024-05-28,0,0,2024-05-22,Lost
u_007668,u_007668@example.com,1,1,2024-04-17,KR,Facebook Ads,,0,0,2024-06-11,Lost
u_008656,u_008656@example.com,1,0,2025-01-04,KR,organic,,0,0,2024-08-17,Lost
u_006754,u_006754@example.com,1,0,2024-06-25,KR,naver_search,,0,0,2024-08-06,Lost
u_005818,u_005818@example.com,1,1,2024-08-20,KR,googleadwords_int,2024-11-12,0,0,2025-02-08,Hibernating
u_014212,u_014212@example.com,0,1,2024-08-18,KR,Facebook Ads,2024-12-15,0,0,2025-03-21,Potential
u_003687,u_003687@example.com,1,1,2024-02-11,KR,Facebook Ads,2024-10-23,0,0,2025-02-25,At-Risk
u_010474,u_010474@example.com,0,1,2023-04-15,KR,naver_search,2024-05-02,0,0,2024-06-26,Lost
u_002158,u_002158@example.com,1,1,2024-08-10,KR,googleadwords_int,2025-01-31,7,487133,2025-03-31,Loyal
u_000816,u_000816@example.com,0,0,2024-03-11,KR,googleadwords_int,2025-02-16,5,721722,2025-03-28,Loyal
u_009123,u_009123@example.com,1,1,2023-12-22,KR,Facebook Ads,2024-03-08,0,0,2024-08-02,Lost
u_003299,u_003299@example.com,1,1,2023-09-16,기타,Facebook Ads,2024-12-11,0,0,2024-12-10,At-Risk
u_002416,u_002416@example.com,1,1,2022-06-07,KR,referral,2024-11-06,0,0,2025-02-15,At-Risk
u_013507,u_013507@example.com,1,0,2023-11-23,KR,naver_search,2024-11-19,0,0,2025-02-22,Potential
u_005348,u_005348@example.com,1,1,2023-09-12,KR,Facebook Ads,2024-10-29,0,0,2025-01-12,Hibernating
u_008529,u_008529@example.com,1,1,2022-06-22,KR,Facebook Ads,,0,0,2024-09-08,Lost
u_003276,u_003276@example.com,1,1,2022-04-13,KR,naver_search,2024-10-22,0,0,2025-02-04,At-Risk
u_001719,u_001719@example.com,0,0,2023-12-09,KR,Facebook Ads,2025-02-25,5,302845,2025-03-25,Loyal
u_002842,u_002842@example.com,1,1,2023-02-25,KR,googleadwords_int,2024-12-01,0,0,2025-02-12,At-Risk
u_003432,u_003432@example.com,1,1,2024-02-16,KR,naver_search,2024-10-11,0,0,2025-01-01,At-Risk
u_006532,u_006532@example.com,1,0,2023-11-28,KR,googleadwords_int,,0,0,2024-03-03,Lost
u_008483,u_008483@example.com,0,1,2023-06-01,KR,googleadwords_int,2024-04-27,0,0,2024-07-12,Lost
u_001127,u_001127@example.com,1,1,2023-05-20,KR,googleadwords_int,2025-01-12,7,528347,2025-03-30,Loyal
u_006481,u_006481@example.com,0,0,2024-07-10,KR,googleadwords_int,,0,0,2024-06-26,Lost
u_005233,u_005233@example.com,1,1,2024-01-08,KR,organic,2024-12-09,0,0,2025-01-25,Hibernating
u_006598,u_006598@example.com,1,0,2024-01-12,KR,referral,,0,0,2024-08-30,Lost
u_001035,u_001035@example.com,1,1,2024-03-24,KR,organic,2025-01-21,10,817012,2025-03-29,Loyal
u_006907,u_006907@example.com,1,0,2022-12-19,KR,naver_search,2024-05-07,0,0,2024-03-21,Lost
u_010104,u_010104@example.com,1,1,2022-11-29,KR,naver_search,2024-03-22,0,0,2024-07-19,Lost
u_009274,u_009274@example.com,1,1,2023-10-07,KR,organic,2024-07-14,0,0,2024-05-09,Lost
u_008613,u_008613@example.com,1,1,2024-12-08,KR,naver_search,2024-08-11,0,0,2024-08-20,Lost
u_009928,u_009928@example.com,0,0,2023-07-28,KR,Facebook Ads,2024-09-03,0,0,2024-06-09,Lost
u_005090,u_005090@example.com,1,0,2023-07-08,KR,Facebook Ads,2024-11-22,0,0,2024-12-19,Hibernating
u_002719,u_002719@example.com,1,1,2022-06-02,KR,organic,2024-10-26,0,0,2024-12-15,At-Risk
u_007310,u_007310@example.com,0,0,2022-12-18,KR,Facebook Ads,2024-09-06,0,0,2024-06-27,Lost
u_014295,u_014295@example.com,1,0,2022-08-19,KR,Facebook Ads,2024-11-27,0,0,2025-01-06,Potential
u_002034,u_002034@example.com,1,1,2022-09-23,KR,googleadwords_int,2025-01-26,7,766357,2025-03-30,Loyal
u_010886,u_010886@example.com,0,0,2025-03-20,KR,googleadwords_int,,0,0,2025-03-28,New
u_001761,u_001761@example.com,0,1,2024-07-03,KR,googleadwords_int,2025-02-25,8,1147296,2025-03-31,Loyal
u_014214,u_014214@example.com,1,0,2023-05-18,KR,googleadwords_int,2025-01-08,2,108816,2025-01-09,Potential
u_010450,u_010450@example.com,0,0,2024-07-19,KR,Facebook Ads,2024-05-31,0,0,2024-09-22,Lost
u_004196,u_004196@example.com,1,1,2024-04-16,KR,Facebook Ads,2024-11-13,0,0,2025-02-21,At-Risk
u_010150,u_010150@example.com,1,0,2024-11-14,KR,googleadwords_int,2024-07-28,0,0,2024-03-03,Lost
u_007152,u_007152@example.com,1,1,2024-06-24,KR,Facebook Ads,2024-10-02,0,0,2024-05-02,Lost
u_004453,u_004453@example.com,1,0,2024-05-14,KR,organic,2024-12-16,0,0,2024-12-09,At-Risk
u_000548,u_000548@example.com,1,0,2022-10-13,KR,googleadwords_int,2025-03-27,11,1440102,2025-03-31,Champion
u_010761,u_010761@example.com,0,0,2025-03-22,JP,googleadwords_int,,0,0,2025-03-23,New
u_011641,u_011641@example.com,1,1,2025-03-12,KR,naver_search,,0,0,2025-03-28,New
u_002342,u_002342@example.com,1,1,2024-05-03,KR,naver_search,2024-11-15,0,0,2025-01-12,At-Risk
u_007397,u_007397@example.com,1,1,2022-10-17,KR,organic,,0,0,2024-06-07,Lost
u_005453,u_005453@example.com,1,1,2022-04-13,KR,googleadwords_int,2024-11-16,0,0,2025-02-02,Hibernating
u_010990,u_010990@example.com,1,1,2025-03-23,KR,googleadwords_int,,0,0,2025-03-24,New
u_005524,u_005524@example.com,1,1,2022-05-06,KR,googleadwords_int,2024-10-27,0,0,2025-02-13,Hibernating
u_010038,u_010038@example.com,1,1,2025-01-03,KR,Facebook Ads,2024-07-19,0,0,2024-07-29,Lost
u_005383,u_005383@example.com,1,1,2024-09-07,KR,googleadwords_int,2024-12-07,0,0,2025-02-18,Hibernating
u_014134,u_014134@example.com,1,0,2023-07-11,KR,organic,2024-12-25,0,0,2025-03-09,Potential
u_007644,u_007644@example.com,1,0,2025-01-19,KR,organic,,0,0,2024-03-17,Lost
u_010079,u_010079@example.com,1,1,2024-01-31,KR,googleadwords_int,2024-06-25,0,0,2024-02-28,Lost
u_014907,u_014907@example.com,1,0,2024-08-23,KR,naver_search,2025-01-31,1,62993,2025-02-11,Potential
u_004516,u_004516@example.com,1,1,2023-03-07,KR,googleadwords_int,2024-11-21,0,0,2024-12-01,Hibernating
u_004588,u_004588@example.com,1,1,2023-08-02,KR,organic,2024-10-15,0,0,2024-12-15,Hibernating
u_012021,u_012021@example.com,0,1,2024-01-04,KR,organic,2024-11-29,0,0,2025-01-22,Potential
u_002874,u_002874@example.com,1,1,2023-09-09,KR,googleadwords_int,2024-11-27,0,0,2024-12-12,At-Risk
u_001942,u_001942@example.com,1,0,2024-12-08,KR,Facebook Ads,2025-03-01,9,680560,2025-03-30,Loyal
u_013511,u_013511@example.com,1,1,2023-02-06,KR,googleadwords_int,2025-01-07,3,245480,2025-01-17,Potential
u_010486,u_010486@example.com,1,0,2022-07-17,KR,naver_search,2024-04-08,0,0,2024-07-16,Lost
u_006878,u_006878@example.com,1,1,2024-07-06,KR,googleadwords_int,,0,0,2024-09-25,Lost
u_013746,u_013746@example.com,1,1,2023-10-07,KR,googleadwords_int,2025-01-17,3,213259,2025-01-04,Potential
u_011143,u_011143@example.com,1,0,2025-03-06,KR,organic,,0,0,2025-03-27,New
u_009905,u_009905@example.com,1,0,2024-06-03,KR,Facebook Ads,,0,0,2024-05-08,Lost
u_012713,u_012713@example.com,1,0,2024-07-29,KR,googleadwords_int,2025-01-17,1,97726,2025-01-03,Potential
u_004536,u_004536@example.com,1,0,2024-01-19,KR,organic,2024-12-03,0,0,2024-12-01,Hibernating
u_001657,u_001657@example.com,0,0,2023-01-27,KR,Facebook Ads,2025-01-28,10,1229526,2025-03-31,Loyal
u_003940,u_003940@example.com,0,1,2023-12-09,기타,organic,2024-12-01,0,0,2024-12-04,At-Risk
u_006597,u_006597@example.com,1,0,2024-01-03,KR,naver_search,,0,0,2024-04-03,Lost
u_007063,u_007063@example.com,1,1,2024-01-22,KR,googleadwords_int,2024-09-30,0,0,2024-07-04,Lost
u_009160,u_009160@example.com,1,1,2024-09-17,KR,googleadwords_int,,0,0,2024-07-26,Lost
u_010536,u_010536@example.com,1,0,2025-03-08,KR,Facebook Ads,,0,0,2025-03-25,New
u_004908,u_004908@example.com,0,0,2024-09-21,KR,googleadwords_int,2024-10-12,0,0,2025-01-18,Hibernating
u_002396,u_002396@example.com,1,1,2022-12-27,KR,naver_search,2024-12-03,0,0,2024-12-18,At-Risk
u_001025,u_001025@example.com,1,0,2023-12-07,KR,googleadwords_int,2025-01-16,9,447773,2025-03-26,Loyal
u_002921,u_002921@example.com,1,1,2022-06-04,KR,organic,2024-11-08,0,0,2024-12-29,At-Risk
u_004869,u_004869@example.com,1,1,2023-03-11,KR,Facebook Ads,2024-11-12,0,0,2025-01-30,Hibernating
u_002665,u_002665@example.com,1,1,2024-03-15,KR,naver_search,2024-11-20,0,0,2025-01-06,At-Risk
u_008517,u_008517@example.com,1,1,2024-04-10,KR,Facebook Ads,2024-09-18,0,0,2024-03-11,Lost
u_013940,u_013940@example.com,1,0,2023-05-20,KR,Facebook Ads,2025-01-23,1,33083,2025-02-22,Potential
u_000780,u_000780@example.com,1,0,2022-09-25,KR,googleadwords_int,2025-01-23,8,1115774,2025-03-29,Loyal
u_012662,u_012662@example.com,0,1,2024-01-20,KR,googleadwords_int,2025-02-21,3,346947,2025-03-17,Potential
u_012145,u_012145@example.com,0,1,2023-02-23,KR,googleadwords_int,2025-01-27,3,331260,2025-03-11,Potential
u_012689,u_012689@example.com,1,1,2023-09-14,KR,Facebook Ads,2024-12-25,0,0,2025-02-25,Potential
u_013596,u_013596@example.com,0,1,2022-07-04,KR,naver_search,2025-01-26,1,93946,2025-02-05,Potential
u_013764,u_013764@example.com,1,0,2022-05-07,KR,organic,2025-02-01,3,296881,2025-01-20,Potential
u_006155,u_006155@example.com,0,0,2024-12-16,KR,naver_search,2024-09-15,0,0,2024-03-09,Lost
u_004737,u_004737@example.com,0,0,2023-11-14,KR,naver_search,2024-12-03,0,0,2025-01-28,Hibernating
u_010121,u_010121@example.com,1,1,2024-09-02,KR,organic,,0,0,2024-05-09,Lost
u_001194,u_001194@example.com,1,0,2023-03-19,KR,organic,2025-01-10,7,573503,2025-03-28,Loyal
u_008437,u_008437@example.com,0,1,2023-02-15,KR,naver_search,2024-07-16,0,0,2024-08-30,Lost
u_013500,u_013500@example.com,1,0,2024-07-18,기타,naver_search,2024-11-25,0,0,2025-02-27,Potential
u_004915,u_004915@example.com,1,1,2023-06-07,KR,organic,2024-11-11,0,0,2025-01-31,Hibernating
u_011397,u_011397@example.com,1,0,2025-03-30,KR,organic,,0,0,2025-03-26,New
u_013879,u_013879@example.com,1,0,2024-10-18,KR,googleadwords_int,2025-01-22,3,241944,2025-02-09,Potential
u_003328,u_003328@example.com,0,1,2023-06-27,KR,naver_search,2024-11-10,0,0,2025-01-29,At-Risk
u_000808,u_000808@example.com,1,0,2022-06-22,KR,googleadwords_int,2025-01-11,5,477651,2025-03-24,Loyal
u_007314,u_007314@example.com,1,1,2022-09-01,KR,googleadwords_int,2024-02-21,0,0,2024-08-17,Lost
u_002137,u_002137@example.com,1,1,2022-09-06,KR,googleadwords_int,2025-01-07,6,828539,2025-03-31,Loyal
u_005672,u_005672@example.com,1,0,2022-09-03,KR,googleadwords_int,2024-11-14,0,0,2025-02-19,Hibernating
u_002030,u_002030@example.com,1,1,2024-11-03,KR,googleadwords_int,2025-01-31,7,851330,2025-03-31,Loyal
u_006805,u_006805@example.com,1,1,2024-04-12,JP,organic,,0,0,2024-04-12,Lost
u_009247,u_009247@example.com,0,1,2024-09-03,KR,naver_search,2024-08-17,0,0,2024-04-28,Lost
u_014767,u_014767@example.com,1,1,2024-12-13,KR,organic,2024-12-15,0,0,2025-01-08,Potential
u_001763,u_001763@example.com,1,1,2022-09-13,KR,naver_search,2025-02-18,7,354018,2025-03-25,Loyal
u_009826,u_009826@example.com,1,0,2024-09-30,KR,naver_search,2024-09-05,0,0,2024-04-18,Lost
u_003316,u_003316@example.com,0,1,2024-06-09,KR,referral,2024-12-11,0,0,2025-02-27,At-Risk
u_004491,u_004491@example.com,0,0,2022-11-02,KR,naver_search,2024-10-18,0,0,2025-02-18,At-Risk
u_003643,u_003643@example.com,1,1,2022-11-11,KR,organic,2024-11-21,0,0,2024-12-03,At-Risk
u_009559,u_009559@example.com,1,1,2024-01-23,KR,naver_search,2024-07-14,0,0,2024-04-08,Lost
u_002820,u_002820@example.com,0,1,2024-06-17,KR,referral,2024-10-17,0,0,2025-01-15,At-Risk
u_006392,u_006392@example.com,1,1,2022-11-25,KR,naver_search,2024-03-23,0,0,2024-08-02,Lost
u_004886,u_004886@example.com,1,0,2024-03-08,KR,googleadwords_int,2024-12-04,0,0,2025-02-13,Hibernating
u_008976,u_008976@example.com,1,1,2024-01-25,KR,Facebook Ads,2024-07-11,0,0,2024-08-24,Lost
u_001292,u_001292@example.com,0,0,2024-01-28,KR,Facebook Ads,2025-02-14,9,775022,2025-03-31,Loyal
u_001203,u_001203@example.com,1,1,2024-04-24,KR,googleadwords_int,2025-01-23,10,973193,2025-03-21,Loyal
u_000450,u_000450@example.com,1,1,2023-05-15,KR,organic,2025-03-08,11,1676914,2025-03-24,Champion
u_001185,u_001185@example.com,1,0,2022-11-13,기타,organic,2025-01-06,4,461669,2025-03-29,Loyal
u_012401,u_012401@example.com,1,1,2023-09-14,KR,organic,2024-12-22,0,0,2025-03-21,Potential
u_001864,u_001864@example.com,0,1,2024-12-15,KR,Facebook Ads,2025-02-25,7,449240,2025-03-22,Loyal
u_007269,u_007269@example.com,0,0,2024-09-07,KR,organic,2024-05-14,0,0,2024-08-13,Lost
u_001865,u_001865@example.com,1,0,2024-01-09,KR,googleadwords_int,2025-02-06,4,577572,2025-03-28,Loyal
u_005933,u_005933@example.com,0,1,2024-01-15,KR,Facebook Ads,2024-10-25,0,0,2025-01-14,Hibernating
u_007126,u_007126@example.com,1,0,2023-09-01,KR,organic,2024-09-28,0,0,2024-05-25,Lost
u_014789,u_014789@example.com,1,1,2024-05-02,KR,naver_search,2024-12-16,0,0,2025-01-07,Potential
u_001963,u_001963@example.com,1,0,2023-02-17,KR,naver_search,2025-01-07,4,266870,2025-03-25,Loyal
u_008611,u_008611@example.com,1,0,2023-10-26,KR,organic,2024-03-12,0,0,2024-03-19,Lost
u_005493,u_005493@example.com,1,1,2024-01-10,KR,Facebook Ads,2024-11-19,0,0,2025-02-07,Hibernating
u_007040,u_007040@example.com,0,0,2025-01-29,KR,naver_search,2024-06-20,0,0,2024-03-30,Lost
u_008287,u_008287@example.com,1,0,2022-07-10,KR,organic,2024-03-11,0,0,2024-08-30,Lost
u_002270,u_002270@example.com,1,0,2023-03-11,US,googleadwords_int,2024-12-12,0,0,2025-01-20,At-Risk
u_006652,u_006652@example.com,0,0,2024-01-27,KR,googleadwords_int,,0,0,2024-08-24,Lost
u_003978,u_003978@example.com,1,1,2024-08-08,KR,organic,2024-11-18,0,0,2025-01-04,At-Risk
u_014283,u_014283@example.com,1,1,2022-10-22,KR,googleadwords_int,2024-12-08,0,0,2025-01-12,Potential
u_008820,u_008820@example.com,0,0,2023-09-06,KR,googleadwords_int,,0,0,2024-03-01,Lost
u_007513,u_007513@example.com,0,0,2024-06-23,KR,Facebook Ads,,0,0,2024-03-22,Lost
u_002109,u_002109@example.com,0,0,2024-06-02,KR,Facebook Ads,2025-01-26,6,688251,2025-03-21,Loyal
u_002917,u_002917@example.com,1,0,2024-03-13,KR,naver_search,2024-11-27,0,0,2024-12-22,At-Risk
u_005726,u_005726@example.com,0,0,2023-05-21,KR,naver_search,2024-11-19,0,0,2024-12-20,Hibernating
u_009116,u_009116@example.com,1,1,2024-11-09,KR,naver_search,2024-02-28,0,0,2024-03-24,Lost
u_014088,u_014088@example.com,1,1,2024-07-12,KR,naver_search,2024-11-08,0,0,2025-03-26,Potential
u_009909,u_009909@example.com,1,1,2024-06-10,KR,naver_search,,0,0,2024-05-18,Lost
u_012267,u_012267@example.com,1,0,2024-08-30,KR,Facebook Ads,2024-12-23,0,0,2025-03-21,Potential
u_004263,u_004263@example.com,1,1,2023-03-17,KR,naver_search,2024-12-24,0,0,2024-12-09,At-Risk
u_014389,u_014389@example.com,1,1,2022-05-28,KR,googleadwords_int,2025-01-24,3,125484,2025-02-02,Potential
u_000549,u_000549@example.com,1,0,2022-10-22,KR,Facebook Ads,2025-03-18,6,1397244,2025-03-22,Champion
u_014675,u_014675@example.com,1,1,2024-10-23,KR,googleadwords_int,2024-11-17,0,0,2025-03-08,Potential
